id,name,age,salary,department,active,score
1,Person_1,56,70585.6669482087,IT,False,89.76746726779567
2,Person_2,69,39833.20860509924,IT,True,67.43489790234689
3,Person_3,46,67302.97808011803,Marketing,False,13.699906305367138
4,Person_4,32,44374.840574452784,Marketing,True,99.4981369325093
5,Person_5,60,39587.81069738759,Marketing,True,52.723266075391265
6,Person_6,25,51647.90109564873,HR,False,39.18582964090789
7,Person_7,78,55136.85377011271,Marketing,False,65.91137644695266
8,Person_8,38,78672.94409764142,Finance,False,10.889331398103907
9,Person_9,56,54793.06368303072,Finance,True,63.653864675335434
10,Person_10,75,52899.170927740786,IT,False,49.82360004992729
11,Person_11,36,73942.1441585245,Marketing,True,40.667406999858315
12,Person_12,40,59015.80916317305,Finance,False,95.30200211788991
13,Person_13,28,40335.87229748078,IT,False,52.25397167320532
14,Person_14,28,70339.55577962288,Marketing,True,21.91174794699384
15,Person_15,41,38905.71845855971,HR,True,45.896347937729864
16,Person_16,70,40261.29082499435,Finance,True,91.93874045726727
17,Person_17,53,37272.1895091813,HR,True,17.609547133059465
18,Person_18,57,35956.32457583066,Marketing,True,21.39570386882369
19,Person_19,41,54997.59942259736,Finance,True,1.3029567757083749
20,Person_20,20,46131.46753184686,Marketing,False,1.419004939576718
21,Person_21,39,-2172.5382045483443,HR,False,82.93916269585125
22,Person_22,70,45976.05407075731,Finance,True,73.21226068429559
23,Person_23,19,42231.316162915486,HR,False,35.50410564519583
24,Person_24,41,63392.38046448283,Marketing,True,69.83111572275727
25,Person_25,61,41551.12082809455,Marketing,False,39.52059263099702
26,Person_26,47,88088.86686816339,HR,False,95.28967959978274
27,Person_27,55,70951.90368155364,Finance,True,96.70526814260349
28,Person_28,19,44151.34413485333,HR,True,39.27937758093434
29,Person_29,77,67244.34618249623,Marketing,True,85.4221906340868
30,Person_30,38,57878.175690364216,HR,False,77.30890416974661
31,Person_31,50,53501.986947203644,Marketing,True,30.99999371717893
32,Person_32,29,62039.78383411144,HR,False,23.2039828901106
33,Person_33,75,50811.063113907294,Finance,True,45.823465039283384
34,Person_34,39,53605.267341162165,Finance,False,78.13488406144063
35,Person_35,78,62350.28774418448,HR,False,96.01677847287455
36,Person_36,61,80786.79112618235,HR,True,76.35790688665726
37,Person_37,42,53767.92458329511,Finance,False,85.520698501837
38,Person_38,66,43193.05002541766,Marketing,False,60.30643061705165
39,Person_39,44,19561.537173590164,Finance,True,83.54078308421259
40,Person_40,76,79419.55207945457,Marketing,False,78.44208580034177
41,Person_41,59,46051.3743114206,HR,True,37.69855419262801
42,Person_42,45,58022.139351219004,HR,True,55.19903021207211
43,Person_43,77,78588.60855390491,Marketing,True,80.47531219896949
44,Person_44,33,53414.034813957376,HR,True,4.605673418995638
45,Person_45,32,47079.9460718378,Marketing,False,80.80792823558299
46,Person_46,79,71295.09466315617,IT,False,17.788812404902345
47,Person_47,79,56911.056013458794,Finance,False,51.468361712143896
48,Person_48,64,58791.58407085101,IT,True,80.82754395559377
49,Person_49,79,27152.58694292359,Marketing,False,25.382107815669485
50,Person_50,68,68088.72810863878,Finance,False,24.580743930615302
51,Person_51,61,55633.82101987468,Marketing,True,40.27643984622519
52,Person_52,72,29426.159304153138,Finance,True,89.46427975776345
53,Person_53,69,57276.411674199124,Finance,False,0.04427814372078842
54,Person_54,74,19062.11489132376,Finance,True,90.1383096641935
55,Person_55,20,85129.62803769493,Finance,True,15.380702464160779
56,Person_56,54,33472.17800027359,Marketing,True,99.00863760674821
57,Person_57,68,74176.89148577653,Finance,True,95.48469930384681
58,Person_58,24,37805.6667782202,Finance,False,49.467518959128334
59,Person_59,38,58403.385664560796,IT,True,51.272024781262814
60,Person_60,26,36318.076150857516,HR,True,48.154934027585426
61,Person_61,56,64956.7283284673,HR,True,63.54436456595226
62,Person_62,35,46470.21887139122,IT,True,9.072170223493103
63,Person_63,21,57016.69319311564,IT,True,3.2617948341566505
64,Person_64,42,50225.96572368492,Marketing,True,5.770292841589885
65,Person_65,77,29515.028202745165,Marketing,True,44.43653492415144
66,Person_66,31,57561.60289535802,Marketing,True,27.554793921948338
67,Person_67,67,42451.43771501378,IT,False,62.203956237099376
68,Person_68,75,65679.69189511416,IT,True,99.2442289374779
69,Person_69,26,46462.102877739846,Finance,False,38.63231730764659
70,Person_70,43,48848.54136457502,Marketing,True,57.38412541045134
71,Person_71,70,75243.89696559405,Marketing,True,41.56038959073355
72,Person_72,19,85724.55191761926,Marketing,True,84.72716677218594
73,Person_73,37,61790.50933568124,HR,True,90.22364034622382
74,Person_74,45,45692.89853864922,Finance,False,87.73556122052601
75,Person_75,64,44380.08007465784,Marketing,True,97.43722386792577
76,Person_76,77,37719.8452202213,Marketing,True,2.751918514041529
77,Person_77,24,40621.42724669665,Marketing,False,83.9816162145531
78,Person_78,61,45895.85384744047,HR,False,75.17721730390933
79,Person_79,78,79463.7945049235,HR,True,22.86944094003648
80,Person_80,25,47041.674937197145,IT,False,95.63200933875275
81,Person_81,64,31609.204937028462,Finance,False,14.817792822994546
82,Person_82,52,50624.97900688074,IT,False,67.95499271339084
83,Person_83,31,52671.926386415966,Finance,True,22.489021681591247
84,Person_84,34,50534.53189775684,HR,True,43.138064877407466
85,Person_85,53,61995.36833877811,Marketing,True,71.9159896944569
86,Person_86,67,51035.0826703855,IT,False,56.33246420330467
87,Person_87,57,61530.912382209935,Marketing,True,42.75018313281117
88,Person_88,21,38294.84968913427,IT,False,32.63384309319872
89,Person_89,19,76710.94157217834,HR,True,83.96596557087904
90,Person_90,79,53787.19682515378,HR,True,14.38143503148137
91,Person_91,23,56003.284556105566,HR,False,43.010287652980004
92,Person_92,71,38232.321592800465,IT,True,90.37575717751422
93,Person_93,59,57077.40486899594,Finance,False,84.58495504599676
94,Person_94,21,59765.97585005456,IT,False,40.09417624730467
95,Person_95,71,32453.47349262365,Finance,True,76.31083636013084
96,Person_96,46,25113.62617418515,IT,False,82.31608307088592
97,Person_97,35,54404.990354141984,IT,True,88.88874240036297
98,Person_98,43,42668.45264816701,HR,True,54.4505769049228
99,Person_99,61,53898.82203703594,Marketing,False,20.44608860547118
100,Person_100,51,30634.458936528274,Marketing,True,25.530907650393164
101,Person_101,27,26592.41128425994,Finance,False,29.56946740416042
102,Person_102,79,53100.34194501615,Marketing,True,59.38024808096155
103,Person_103,53,44753.243585647215,IT,True,3.280962412860844
104,Person_104,31,18339.507182747322,IT,True,63.60424687799683
105,Person_105,48,70146.48227161594,HR,True,36.4354238428232
106,Person_106,65,30385.14397724364,HR,True,29.524180248964214
107,Person_107,32,88599.87428165648,Marketing,False,87.94965707281264
108,Person_108,25,40639.74906667132,Finance,False,46.00023955807989
109,Person_109,31,56023.40852188998,Marketing,False,9.505304553269278
110,Person_110,40,74704.23515580778,Marketing,False,82.6746768026247
111,Person_111,77,72191.50891743238,Marketing,False,4.76412574365066
112,Person_112,74,79792.04609340325,Marketing,False,72.67492241681967
113,Person_113,79,27153.856416794704,IT,True,77.39062217706652
114,Person_114,57,32962.01753739129,Finance,True,35.260260592885814
115,Person_115,38,53389.95911141045,IT,False,82.47878562777868
116,Person_116,33,62596.21156846571,Finance,False,51.56594058564534
117,Person_117,62,49831.58834930543,HR,True,46.32936532727968
118,Person_118,35,25430.089464299166,Marketing,True,4.540328146869255
119,Person_119,64,57448.67238447199,IT,True,29.002919364890587
120,Person_120,70,47086.22917648948,Finance,False,93.10099708852998
121,Person_121,41,46906.415615662,HR,False,39.18239632835
122,Person_122,43,15830.743732841638,HR,False,54.670052055676834
123,Person_123,42,61962.263067174725,Marketing,True,53.20216789842518
124,Person_124,77,52178.060904281876,Finance,True,59.04310898226933
125,Person_125,77,76927.46834958445,IT,False,6.133095564328261
126,Person_126,77,48882.38530203241,Marketing,False,36.21762547987283
127,Person_127,62,58495.10195778534,IT,True,72.31282738825541
128,Person_128,58,62477.272641578944,HR,True,20.056025107298293
129,Person_129,46,23807.57662008213,IT,True,20.357837754636044
130,Person_130,32,89250.49919902389,IT,True,1.0090606689024728
131,Person_131,62,43538.11418116075,Marketing,False,43.748192660820976
132,Person_132,18,57418.49903213727,IT,True,88.2734380673422
133,Person_133,42,59608.73010423727,Marketing,True,5.190094358730901
